download_avg,download_count,download_median,geoid10,isp,rtt_avg,time_slice,upload_avg,upload_count,upload_median
2.47274316,106,1,530330081002,at&t,420.90269633574883,1393632000,0.4650282533,120,0
15.7215946335,12,16,530330007002,verizon,268.4539525176102,1438387200,1.9119208704,12,4
91.3026777505,92,55,530330080012,AS11404 vanoppen.biz LLC,7.699937639567048,1430438400,36.168258754,92,37.5
4.9925058712,12,3.5,530330080012,centurylink,106.45693996126533,1391212800,1.0160665943,16,0
3.8106861499,2,3,530330031003,AS16586 CLEAR WIRELESS LLC,429.6283950617284,1404172800,0.4260618041,2,0
0.5835889989,2,0,530330109001,"AS7385 Integra Telecom, Inc.",761.8513513513514,1393632000,0.3557979492,2,0
4.4204657476,12,4,530330082001,AS54540 Incero LLC,513.3923754472887,1435708800,0.7934975088,12,1
5.055558872,82,2,530330041005,centurylink,103.6023258198222,1430438400,0.4442362048,86,0
27.5218108611,12,17,530330067001,wave,47.63505327960046,1427846400,10.0137908366,12,7.5
6.9608457263,32,2.5,530330081002,centurylink,84.47139214181377,1425168000,0.9639292831,32,0
2.3930469006,52,1.5,530330081002,"AS7385 Integra Telecom, Inc.",106.40183064376193,1417392000,0.8577418077,50,0
5.7937308868,2,5,530330067001,AS10430 Washington State K-20 Telecommunications Network,86.76413308087639,1388534400,3.4320499787,2,6
1.6118852508,8,1,530330097025,centurylink,183.10492040520984,1409529600,0.2449530395,8,0
43.1119048162,56,18,530330081002,AS21525 Seattle Public Library,24.576136775458867,1388534400,16.4355921246,60,11
8.3414446199,86,5,530330108001,comcast,113.42474722905189,1388534400,3.8675489387,90,7
1.2820157074,10,0,530330109001,AS16586 CLEAR WIRELESS LLC,396.03176130895093,1393632000,0.3216587238,14,0
8.5292710601,142,7,530330081002,verizon,231.6454172546581,1409529600,1.4018004592,178,1
14.7513884682,4,14.5,530330082001,northland cable,41.174336547062914,1412121600,0.875367924,4,1
14.117373005,42,11,530330082001,"AS32016 Integra Telecom, Inc.",87.64466174832963,1430438400,3.5614354064,42,6
9.1167308377,12,8,530330081002,AS200840 Digital Hosting Technology Limited,194.95215173208263,1433116800,0.9772547683,12,0.5
1.8548251165,10,1,530330111024,AS16586 CLEAR WIRELESS LLC,221.86132971506106,1388534400,0.3271270178,10,0
6.2898518708,80,4,530330079001,centurylink,88.97599127790211,1404172800,0.8449962892,84,0
9.8797469031,10,9,530330007002,"AS7385 Integra Telecom, Inc.",50.57296048070256,1398902400,0,0,
6.5077272781,32,5.5,530330041005,centurylink,88.57765557301337,1425168000,1.1001896027,34,0
12.3734560207,124,7,530330081002,centurylink,65.3735043783016,1430438400,9.7831156902,128,0
14.9187125731,36,9.5,530330095002,wave,43.1189935318293,1404172800,2.2762105981,36,4
6.6897140892,4,6,530330046001,AS16586 CLEAR WIRELESS LLC,289.29534147444593,1438387200,0.5567128728,4,0
6.0373748454,44,5,530330047004,"AS4323 tw telecom holdings, inc.",128.71962193080358,1427846400,0.6393621966,46,0
7.3904628559,88,3,530330082001,centurylink,80.80540126573756,1433116800,0.9685384081,98,0
3.1663877688,42,3,530330082001,"AS17184 CBEYOND COMMUNICATIONS, LLC",117.47221301513645,1398902400,1.7712021606,42,3
2.1526483418,12,1,530330093003,AS16586 CLEAR WIRELESS LLC,642.0333050127442,1433116800,0.1929411728,14,0
0.64351511,18,0,530330062001,"AS32016 Integra Telecom, Inc.",93.49352451433857,1398902400,0.4286692178,26,0
18.2139712617,100,22.5,530330007002,comcast,38.07095515289107,1409529600,2.7112386961,102,4
10.0993122267,2,10,530330079001,AS2544 King County Gov,31.94384488750686,1414800000,11.4870295333,2,21
2.4140614561,42,1,530330067001,centurylink,130.64781011585194,1388534400,0.5880821688,44,0
70.8777999866,16,75.5,530330041005,AS10430 Washington State K-20 Telecommunications Network,17.06180700753976,1430438400,34.7081806725,16,63.5
30.6727248813,8,14.5,530330080012,AS11404 vanoppen.biz LLC,9.84269463656862,1425168000,28.0416077129,8,65.5
1.9072313556,26,1,530330111024,"AS7385 Integra Telecom, Inc.",142.46006825938568,1388534400,0.3486455823,26,0
10.4872547255,22,8,530330095002,comcast,148.0926611796982,1435708800,2.1659294033,24,4
5.8093328989,46,5,530330062001,centurylink,70.49788578291844,1435708800,0.2743266642,46,0
3.6994255473,2,3,530330031003,AS16586 CLEAR WIRELESS LLC,154.04550827423168,1433116800,0.3933470277,2,0
17.266960163,2,17,530330080012,"AS20473 Choopa, LLC",244.18626936203728,1427846400,1.5004268254,2,2
0.1093840742,4,0,530330081002,"AS17184 CBEYOND COMMUNICATIONS, LLC",240.4814814814815,1435708800,0.446974364,4,0
12.589455056,124,10,530330081002,AS21743 Atlas Networks Corporation,96.0307388137357,1391212800,0.6361588599,126,0
2.1265232723,4,2,530330082001,wolfe,99.32542579075425,1406851200,1.7603912331,4,3
90.6699198351,4,90,530330079001,AS46991 SWEDISH MEDICAL CENTER,12.284841801679532,1435708800,0,0,
6.1065236739,50,4,530330081002,centurylink,94.11182360394326,1396310400,0.3486195903,54,0
20.5532490487,172,6,530330067001,comcast,41.391228964138946,1438387200,3.0623053648,172,5
3.4261043883,16,3,530330095002,AS16586 CLEAR WIRELESS LLC,253.2004561803667,1406851200,0.2306458277,20,0
308.1559612863,8,318,530330082001,"AS18888 ZILLOW, INC.",5.253455326638369,1430438400,140.4968050401,10,220
48.2998363915,14,65,530330080012,AS11404 vanoppen.biz LLC,20.947238603313355,1396310400,11.6761875497,16,20
32.49484591,52,32,530330095002,wave,33.7623318955386,1433116800,3.0070938336,52,4
11.2868845495,8,7,530330109001,comcast,43.94959844918305,1414800000,2.3448207046,10,4
19.4321379006,210,5,530330079001,centurylink,71.54283164628546,1433116800,16.2142100332,224,0
16.0179642378,228,13,530330047004,comcast,57.55807935079878,1409529600,1.7624585079,230,3
74.6091067372,2,74,530330046001,"AS4323 tw telecom holdings, inc.",17.925911093311974,1430438400,37.0461944432,2,65
4.2458867746,4,4,530330047004,AS16586 CLEAR WIRELESS LLC,381.71652030735453,1398902400,0.2537069042,4,0
22.4413492814,148,24,530330067001,wave,53.89637528912382,1393632000,10.1038861051,148,17
,0,,530330080012,AS11608 Accretive Networks,0,1417392000,0.1717306392,2,0
5.6085566466,34,5,530330041005,centurylink,97.44541213063764,1396310400,0.4585666215,34,0
1.7304427199,22,1,530330066002,centurylink,239.04456508016665,1420070400,0.1726656628,42,0
6.6547861068,4,6,530330109001,"AS7385 Integra Telecom, Inc.",100.02626641651032,1427846400,0.3532540194,4,0
7.6942268498,8,7.5,530330108001,centurylink,175.00650953984288,1438387200,0.3841537375,12,0
0.3162707755,2,0,530330079001,AS18566 MegaPath Corporation,1089.223404255319,1427846400,0.0820225042,2,0
0.7485040831,2,0,530330080012,"AS4323 tw telecom holdings, inc.",12.285714285714286,1435708800,0.185576024,2,0
62.559101846,6,23,530330082001,"AS40495 Marchex, Inc.",11.507209989924183,1430438400,26.5348339458,6,8
2.1550773728,8,2,530330093003,AS16586 CLEAR WIRELESS LLC,297.05027209121533,1404172800,0.302858489,10,0
5.0813427119,30,5,530330082001,centurylink,108.19608134736215,1404172800,0.3602101863,36,0
5.344646309,8,5,530330082001,AS174 Cogent Communications,19.853898561695686,1438387200,12.2170791946,8,21
1.3949567934,2,1,530330067001,AS10430 Washington State K-20 Telecommunications Network,353.08076923076925,1441065600,0.6811495434,2,1
5.3622711648,4,5,530330080012,frontier,67.62634989200863,1388534400,0.44667994,4,0
4.2972010902,318,4,530330093003,comcast,108.0572711239378,1427846400,1.3244466481,314,2
20.5371141614,98,17,530330031003,comcast,37.20203664888497,1393632000,2.9282900891,100,4
4.6975835875,80,5,530330069004,centurylink,90.70465849736347,1393632000,1.048692801,84,0.5
6.4671629425,38,8,530330082001,centurylink,68.26101907478204,1414800000,0.5405328402,42,0
18.4948003766,4,18,530330069004,AS54032 Seattle Pacific University,38.75648121176813,1422748800,4.0051195662,4,6.5
12.8517694628,2,12,530330080012,AS40065 CNSERVERS LLC,86.91113791716928,1425168000,4.867469701,2,8
1.3213845133,16,0.5,530330081002,at&t,353.6086444668685,1420070400,0.4154898417,22,0
3.3732494965,6,1,530330081002,AS25845 Virginia Mason Medical Center,136.36052338530067,1417392000,4.8041871634,6,3
11.4301504203,8,4,530330108001,comcast,26.66036793473737,1441065600,1.7776343943,6,3
42.621709072,8,42.5,530330082001,wolfe,25.28026237328563,1438387200,43.6481835106,8,79.5
2.7885813445,30,3,530330082001,"AS22363 Powerhouse Management, Inc.",338.08034635521545,1420070400,0.7430098769,32,1
8.2130337747,8,5,530330111024,centurylink,48.80252764612954,1435708800,0.6353192172,8,0
0.6437332,10,0,530330081002,AS18566 MegaPath Corporation,237.11938721605915,1422748800,0.2942034122,10,0
21.2834505054,6,17,530330080012,comcast,50.86078109616016,1396310400,3.2849348777,6,8
38.2613669511,166,20,530330067001,comcast,26.041519126998242,1406851200,4.4570573094,174,5
16.9832321092,4,16.5,530330081002,"AS15003 Nobis Technology Group, LLC",199.79297317718172,1417392000,3.0381621647,4,5
1.36597123,52,1,530330095002,AS16586 CLEAR WIRELESS LLC,259.6609451385117,1438387200,0.1150433191,72,0
16.6881680691,2,16,530330116006,wave,33.63663663663664,1396310400,0.4728265858,2,0
12.9874255543,18,4,530330109001,comcast,82.86190763658315,1404172800,2.8932696182,28,4
26.9928459436,2,26,530330066002,AS21525 Seattle Public Library,32.958009901595254,1393632000,9.7196716051,12,11
2.0823668146,10,1,530330024002,AS16586 CLEAR WIRELESS LLC,433.62522084805653,1412121600,0.2687391312,12,0
11.1327380072,82,6,530330081002,"AS18530 Isomedia, Inc.",86.12726415425594,1420070400,1.3794210381,84,1
8.2627150938,2,8,530330081002,wave,169.13998211091234,1420070400,2.7275841593,2,4
6.298981081,4,5.5,530330047004,centurylink,97.2239396795476,1412121600,0.3090012388,6,0
2.663852719,38,1,530330067001,centurylink,114.2922932330827,1441065600,0.2792267405,50,0
24.3585211705,102,21,530330024002,comcast,48.238517943743936,1420070400,3.0214659391,108,4
15.4766237147,16,15,530330093003,cascasde link,34.80594046563912,1396310400,8.3005905309,18,14
44.8909497283,30,16,530330080012,wave,21.257584003234182,1398902400,13.7070649635,30,9
20.9174994303,44,19.5,530330116006,comcast,40.7479746808097,1398902400,3.8525912778,44,8
3.038422066,32,2.5,530330066002,AS16586 CLEAR WIRELESS LLC,343.57759259259257,1409529600,0.3561944259,38,0
0.2702071905,6,0,530330107021,centurylink,187.08676789587852,1404172800,0.2949027986,6,0
2.3216620429,10,1,530330108001,centurylink,174.74936511037313,1406851200,0.2537679725,10,0
28.1407039419,92,24.5,530330066002,comcast,41.953354801499565,1398902400,3.3636265814,100,6.5
16.8511538888,2,16,530330081002,hughes,44.087700244366005,1412121600,0.5046829052,2,0
10.7095869971,2,10,530330082001,AS174 Cogent Communications,133.61535078073456,1406851200,5.2798078384,2,9
3.4026613538,16,3.5,530330111024,AS16586 CLEAR WIRELESS LLC,161.66236131809902,1441065600,0.2955792997,20,0
117.2524504895,2,117,530330066002,wave,3.978696168967724,1425168000,31.3468950548,2,56
4.085654975,6,4,530330082001,"AS6517 Reliance Globalcom Services, Inc",391.668,1398902400,0.9585403506,8,1
1.7776407386,2,1,530330056001,AS16586 CLEAR WIRELESS LLC,298.5402635431918,1406851200,0.2155889803,2,0
65.6008090745,64,26.5,530330081002,AS21525 Seattle Public Library,6.452226109870513,1401580800,30.73528812,64,27
17.3583082958,18,18,530330108001,comcast,85.20908675229663,1401580800,3.7549028583,18,7
14.8546115279,44,13.5,530330041005,frontier,220.80140094577467,1406851200,6.2686972407,44,10
7.3179431202,88,6.5,530330080012,comcast,131.22196909890604,1425168000,0.6235975921,88,0
0.2127669503,6,0,530330081002,AS36614 Airbus DS Satcom Government Inc.,140.51602564102564,1414800000,0.1008758997,6,0
4.9230921648,6,4,530330024002,AS18566 MegaPath Corporation,58.79341500765697,1409529600,0.2937793694,6,0
58.1718961043,10,68,530330081002,AS2544 King County Gov,11.918826908497113,1430438400,23.2467773614,10,54
10.1078833484,6,0,530330079001,AS2544 King County Gov,131.24676209952284,1404172800,5.8012969112,8,1
90.3619521948,572,64,530330093003,cascasde link,12.316553709602015,1430438400,73.9209732531,576,94.5
5.2124834385,68,5,530330079001,centurylink,121.28730321945285,1414800000,0.4513597586,74,0
9.6273523121,2,9,530330069004,wave,21.994897959183675,1388534400,2.4901276252,2,4
14.6725614775,70,9,530330056001,comcast,102.51681788006196,1435708800,2.2950364008,68,4
13.2006821766,34,4,530330095002,wave,68.25869283743972,1414800000,1.6931997609,34,2
18.3524451539,52,11.5,530330109001,comcast,37.97727863567826,1433116800,4.8932963075,54,7
1.4278580942,70,0,530330081002,comcast,107.86375448583097,1391212800,2.3029907047,72,4
17.1873825295,26,16,530330097025,comcast,57.526289523402134,1412121600,3.5074042134,28,6
69.9405704152,160,68,530330066002,AS21525 Seattle Public Library,13.508037659018537,1427846400,25.7369758885,160,48.5
7.8569007182,66,5,530330067001,centurylink,82.41974159474691,1401580800,0.8966131799,70,0
4.8494044731,130,0,530330041005,comcast,92.8824425863446,1391212800,1.8283821167,142,3
26.0591935568,248,26,530330046001,comcast,50.17907076898424,1435708800,2.6651041961,254,4
2.4713937464,10,2,530330080012,AS16586 CLEAR WIRELESS LLC,501.9340592861464,1422748800,0.186630837,10,0
4.4252518446,14,6,530330046001,AS16586 CLEAR WIRELESS LLC,540.8361335208349,1406851200,0.2749293957,16,0
30.2626071919,16,24,530330093003,cascasde link,14.069325421685322,1425168000,12.6586230251,18,14
0.8543382332,4,0,530330062001,AS18566 MegaPath Corporation,178.25695931477517,1406851200,0.0610507845,8,0
13.9787612409,252,8,530330080012,comcast,78.2965923835898,1430438400,1.7005419909,254,2
0.0251451969,2,0,530330082001,whidbey internet services,906.75,1427846400,0.0580864813,2,0
0.4757791984,10,0,530330111024,AS16586 CLEAR WIRELESS LLC,130.66804979253112,1401580800,0.2396537717,12,0
25.9834605691,164,24.5,530330031003,comcast,30.26754966332201,1427846400,2.8151856986,174,5
1.4350563658,38,1,530330069004,centurylink,275.09067524115756,1427846400,0.2572834035,54,0
0.4768885161,24,0,530330107021,centurylink,459.9571865443425,1433116800,0.2304320775,24,0
2.5822366956,8,1.5,530330007002,centurylink,106.88132118451026,1412121600,0.314923579,8,0
3.7151979573,2,3,530330031003,AS16586 CLEAR WIRELESS LLC,714.8580183861083,1414800000,0.2180880442,2,0
15.8380196365,2,15,530330067001,AS14954 The Fred Hutchinson Cancer Research Center,246.91146517739816,1391212800,6.9424297455,2,12
13.0692360377,42,13,530330080012,"AS7385 Integra Telecom, Inc.",244.5636297699158,1422748800,4.6806495313,42,9
1.6454395154,24,0.5,530330066002,AS16586 CLEAR WIRELESS LLC,362.2721470513148,1435708800,0.2870069745,24,0
7.8681761047,26,7,530330041005,centurylink,103.69846628212966,1393632000,0.8497105209,28,0
5.3774091818,2,5,530330046001,"AS4323 tw telecom holdings, inc.",146.15804327375352,1427846400,0.2417951721,2,0
4.387648759,44,3,530330047004,AS16586 CLEAR WIRELESS LLC,339.5411034344648,1438387200,0.3918488546,44,0
5.0639578314,1138,2,530330109001,AS46562 Total Server Solutions L.L.C.,75.7654635552234,1435708800,1.5811226734,1228,1
23.0971946743,24,36,530330107021,comcast,30.393495229835214,1417392000,3.859584241,28,9
3.2451132415,6,2,530330109001,AS16586 CLEAR WIRELESS LLC,434.9609657039711,1430438400,0.5154348297,10,0
0.9957754656,2,0,530330080012,AS11404 vanoppen.biz LLC,140.01970443349754,1393632000,0.9106740496,2,1
2.8551363971,4,2,530330082001,AS174 Cogent Communications,41.2179186228482,1398902400,1.6493866854,4,2.5
14.452186796,120,13.5,530330066002,comcast,49.594391110971905,1406851200,2.3564976861,126,4
13.6834715978,80,10.5,530330109001,comcast,103.49727490939897,1422748800,1.8203482371,80,1
2.422606936,26,2,530330079001,AS18566 MegaPath Corporation,62.5525191564386,1430438400,0.2249902181,26,0
1.3490541955,86,0,530330082001,AS16586 CLEAR WIRELESS LLC,398.50376954209986,1391212800,0.3009804207,110,0
1.247698114,2,1,530330097025,AS16586 CLEAR WIRELESS LLC,153.9677966101695,1388534400,0.1115972075,2,0
4.309343105,10,0,530330108001,centurylink,141.026508685611,1398902400,0.3068089816,10,0
21.7264635137,22,15,530330080012,wave,152.743196927778,1406851200,5.8889254147,26,4
30.0251736414,34,29,530330067001,wave,35.97692332035824,1396310400,15.2382813331,34,25
14.4228366075,152,10,530330116006,comcast,85.5199008321642,1406851200,2.0934243449,170,2
4.1571794786,16,4,530330109001,centurylink,118.95844072164948,1417392000,1.0583428381,22,0
2.4057909542,58,0,530330111024,centurylink,126.14633037945922,1409529600,0.2419270984,78,0
0.3005509404,4,0,530330116006,centurylink,265.7586206896552,1441065600,0.2299643815,4,0
6.1286018157,12,6.5,530330080012,"AS20473 Choopa, LLC",132.57781174672232,1430438400,3.2409390339,16,0.5
117.6523070985,888,88.5,530330067001,"AS14618 Amazon.com, Inc.",49.23545813049074,1438387200,3.7142698939,892,1
9.4884436666,424,6,530330081002,t-mobile,264.675642592462,1417392000,1.3724043188,560,0.5
22.4227958354,36,21.5,530330079001,wave,83.21350010782834,1412121600,2.2578773612,38,3
8.7113352894,4,8.5,530330107021,centurylink,36.99521840268803,1422748800,0.3530475573,4,0
20.4180911866,60,19.5,530330067001,comcast,34.71776503516343,1398902400,2.8239514492,62,4
26.1150036944,44,16.5,530330062001,comcast,47.725369297421445,1412121600,3.8375566772,46,5
4.3312530411,80,1.5,530330081002,centurylink,106.98527891105304,1393632000,0.4437883337,86,0
5.6217707606,2,5,530330081002,AS7155 Viasat Communications Inc.,43.51289566236811,1406851200,0.2846954174,2,0
1.9311891043,2,1,530330095002,centurylink,202.3751479289941,1412121600,0.3053001776,2,0
7.2710296644,4,7,530330079001,AS2544 King County Gov,15.731472569778633,1422748800,10.1069565586,4,17.5
3.5552228376,4,3,530330066002,AS21743 Atlas Networks Corporation,21.627772177419356,1438387200,2.4057861232,4,8
18.1061732471,14,12,530330067001,wave,27.8255415906649,1425168000,5.0361337338,16,4
2.0765207783,272,1,530330081002,at&t,253.8701971627795,1388534400,0.6643285212,332,0
3.4757686768,6,1,530330081002,centurylink,72.11563133018231,1427846400,0.811656748,8,1
1.0224572928,82,0,530330079001,AS16586 CLEAR WIRELESS LLC,178.63372143920162,1391212800,0.3379451785,94,0
13.8413641162,80,9.5,530330082001,"AS32016 Integra Telecom, Inc.",77.46752961971148,1427846400,4.0484991533,80,4
0.4485528473,4,0,530330081002,AS18566 MegaPath Corporation,257.6984536082474,1433116800,0.2715709073,4,0
18.6206050211,226,16,530330046001,comcast,58.14195484803043,1409529600,3.023740418,236,7
1.1313821267,2,1,530330062001,AS18566 MegaPath Corporation,270.01063829787233,1398902400,0.0632659669,4,0
4.7906868344,20,3,530330062001,"AS32016 Integra Telecom, Inc.",152.61331431288636,1438387200,0.3098207192,20,0
0.3028488016,4,0,530330079001,"AS7385 Integra Telecom, Inc.",147.49056603773585,1391212800,0.1685305177,4,0
3.9712919506,42,4,530330046001,AS16586 CLEAR WIRELESS LLC,397.63738414599044,1398902400,0.3109799149,54,0
117.5393145367,16,92,530330047004,"AS4323 tw telecom holdings, inc.",7.20989820989821,1430438400,21.3482188727,16,35.5
0.4837529776,2,0,530330031003,centurylink,764.9761092150171,1391212800,0.2735519272,2,0
2.4131279266,86,0,530330069004,comcast,55.72351199750701,1391212800,2.8201610359,88,4
18.292785579,114,13,530330056001,comcast,141.4712490275505,1409529600,2.6578956034,114,4
2.4394477162,2,2,530330080012,AS16586 CLEAR WIRELESS LLC,149.89752348420154,1404172800,0.2317431686,2,0
1.7238731808,156,0,530330024002,comcast,64.46107767824954,1388534400,2.2407132024,172,4
6.3777398116,32,4,530330066002,centurylink,94.31683952751368,1401580800,1.1814009324,32,1.5
13.7346893772,2,13,530330081002,wave,30.240694789081886,1388534400,32.1939434695,6,49
62.2467948978,40,76,530330082001,wave,27.812366771977857,1412121600,26.118008731,40,65
,0,,530330056001,AS16586 CLEAR WIRELESS LLC,0,1398902400,0.1817632362,2,0
46.7879655216,4,46.5,530330080012,AS11404 vanoppen.biz LLC,31.391382284303447,1427846400,3.5036613818,4,5.5
12.7292634189,44,5,530330080012,"AS7385 Integra Telecom, Inc.",53.72368726715823,1404172800,28.737609133,44,56
3.2418256902,42,3,530330046001,"AS4323 tw telecom holdings, inc.",118.99744299274931,1393632000,0.6074651221,44,0
8.9823876974,2,8,530330069004,"AS22317 F5 Networks, Inc.",29.8,1396310400,3.5031204539,2,6
1.1766011116,2,1,530330079001,AS18566 MegaPath Corporation,160.31039325842696,1396310400,0,0,
7.3551523216,6,7,530330041005,centurylink,93.19052555198508,1427846400,0.3352366341,6,0
87.5060953171,112,71,530330067001,wave,10.291901727198836,1430438400,41.404207144,112,27.5
4.0057047542,8,3,530330007002,"AS7385 Integra Telecom, Inc.",116.26004828859537,1406851200,0.1566453277,4,0
0.082053826,2,0,530330093003,at&t,1259.3170731707316,1398902400,0.2120434058,2,0
18.0701499668,328,14,530330007002,comcast,38.11445396769868,1435708800,4.0593215596,332,7
1.7373927995,2,1,530330031003,AS16586 CLEAR WIRELESS LLC,77.69598262757872,1422748800,0.2197773764,6,0
41.1649430811,8,43.5,530330079001,"AS4323 tw telecom holdings, inc.",59.25814115795257,1388534400,12.0282322292,8,6.5
11.9717255873,88,8,530330093003,comcast,97.64893526162956,1396310400,1.0101081603,88,0
105.6129148337,60,64.5,530330066002,AS21525 Seattle Public Library,11.101914924837773,1430438400,41.4192437892,62,48
30.6781515134,378,21,530330031003,comcast,46.5686379720881,1430438400,3.259572672,392,4
10.8784127244,90,7,530330069004,centurylink,88.06079119962797,1430438400,1.0181008068,96,0
3.4893832864,6,3,530330007002,AS16586 CLEAR WIRELESS LLC,361.38519362186787,1406851200,0.3843476625,6,0
28.3730638426,38,23,530330067001,"AS11274 Adhost Internet Advertising, LLC",81.3952283646742,1427846400,5.4409084707,38,3
16.5197447162,52,4.5,530330079001,comcast,57.240224758153275,1417392000,2.0543858406,54,4
3.1225364972,36,1,530330081002,verizon,296.71426863292146,1435708800,1.3134418001,44,0
5.5329107332,26,1,530330046001,centurylink,70.51619695497247,1412121600,0.9002691543,30,0
12.5279701263,2,12,530330062001,"AS32016 Integra Telecom, Inc.",17.38657861859718,1406851200,4.8434946309,2,8
9.8166365136,120,8,530330080012,comcast,136.52806000918153,1427846400,1.2366558313,120,1.5
8.0002700296,40,9,530330082001,whidbey internet services,125.67475178727489,1430438400,4.5533062765,40,7.5
7.8800572705,110,3,530330081002,at&t,330.9240133914984,1401580800,0.8553372779,130,0
21.8736572982,14,18,530330095002,wave,47.94207567178215,1422748800,2.2749594063,14,4
24.5601911423,12,14,530330093003,cascasde link,73.32328625559765,1427846400,6.1871259401,12,11.5
5.4578458527,22,5,530330097025,centurylink,84.06590399282189,1435708800,0.3053243206,22,0
8.5392304566,2,8,530330081002,AS2544 King County Gov,51.13974056603774,1427846400,0.8021099151,2,1
7.4282717019,76,3,530330079001,centurylink,85.67047061849043,1422748800,1.1759869894,96,0
10.4096741572,90,9,530330082001,whidbey internet services,105.89147150096053,1425168000,5.5279615806,92,8
28.7473496813,194,23,530330031003,comcast,38.718210276501544,1425168000,2.7482061219,194,4
9.8654475122,26,4,530330069004,centurylink,77.20991276352684,1425168000,1.127010216,40,0
63.4478622318,108,56.5,530330066002,AS21525 Seattle Public Library,12.623707837012812,1425168000,27.1949136792,110,49
7.3015657005,2,7,530330116006,centurylink,86.96663329996663,1388534400,0.3289778222,2,0
64.1888836176,2,64,530330081002,wave,10.278901556944955,1401580800,42.8733048826,2,74
16.9676894206,144,16.5,530330024002,comcast,38.69376913169295,1401580800,3.0086034935,144,4
4.9396363015,26,1,530330066002,centurylink,123.84127368484775,1388534400,0.2786962904,26,0
25.4550968889,12,25.5,530330082001,comcast,47.342649547950295,1417392000,2.8994392841,12,3.5
1.7475675575,2,1,530330097025,AS16586 CLEAR WIRELESS LLC,1116.2713567839196,1401580800,0.1897914661,2,0
2.5717208451,4,2,530330047004,AS16586 CLEAR WIRELESS LLC,180.43851851851852,1406851200,0.0940054257,4,0
2.0042771652,8,1.5,530330024002,centurylink,195.6725895718031,1406851200,0.3186904478,10,0
6.9633607381,30,6,530330080012,"AS4323 tw telecom holdings, inc.",152.41479242411432,1409529600,5.1290956107,30,8
10.9284562011,4,10.5,530330082001,"AS22363 Powerhouse Management, Inc.",154.51874573960464,1441065600,1.0633248286,4,1.5
4.1774969845,192,4,530330093003,comcast,100.91045044105807,1425168000,1.3297015747,194,2
20.9143719706,20,10,530330047004,comcast,29.97624425578316,1435708800,4.1110468607,22,6
30.5710866997,44,7,530330108001,comcast,34.9855086803623,1420070400,2.6469833573,46,4
0.8357900706,6,0,530330081002,at&t,597.7698907956318,1441065600,0.3788138478,6,0
20.7687454429,184,10.5,530330066002,comcast,65.13666665168277,1438387200,3.7704474688,192,4
2.3903744862,22,0,530330081002,AS36351 SoftLayer Technologies Inc.,94.48631266490766,1412121600,0.708371037,30,0
8.1093724612,10,7,530330081002,aerioconnect,15.58486274924631,1414800000,1.2037038414,10,2
17.8796014559,8,4,530330093003,cascasde link,38.22712822324267,1393632000,3.9183762735,12,1
2.3429842147,8,2,530330108001,AS16586 CLEAR WIRELESS LLC,122.1005291005291,1412121600,0.3738919519,8,0
22.6742816103,304,14,530330116006,comcast,62.957406045670446,1438387200,1.8352739906,340,1
52.2179491755,108,16,530330080012,wave,12.64419964028777,1438387200,46.0887679295,112,20
2.7962985212,88,2,530330081002,"AS4323 tw telecom holdings, inc.",104.42671777671299,1412121600,0.5854947884,88,0
14.0838189864,4,13.5,530330082001,wolfe,125.36782166222437,1398902400,6.4417157746,4,11.5
1.1535446359,26,1,530330111024,AS16586 CLEAR WIRELESS LLC,450.48939537828426,1420070400,0.1481120305,44,0
0.2568103346,2,0,530330081002,AS18566 MegaPath Corporation,269.11340206185565,1414800000,0.2295963234,2,0
0.9541503107,2,0,530330116006,wave,44.56666666666667,1393632000,1.3344923722,6,1
19.5017015917,18,14,530330080012,comcast,23.636891643430296,1393632000,2.9816516888,22,7
33.6429443006,54,6,530330041005,AS73 University of Washington,20.336609295285083,1391212800,16.4746657078,60,4.5
13.8155746673,6,13,530330066002,AS21525 Seattle Public Library,9.342283517422347,1396310400,4.6624186766,8,9
2.3292971464,2,2,530330081002,AS26769 Bandcon,205.26566757493188,1422748800,0.6628546756,2,1
19.6151755898,98,14,530330093003,comcast,45.49361827156625,1430438400,1.7715564062,98,2
17.7923045663,16,15,530330111024,comcast,55.443806545864625,1412121600,2.3759241341,16,6.5
26.4131696186,316,14,530330024002,comcast,41.95773329558841,1441065600,3.5536595938,346,8
3.7051661272,4,3,530330093003,AS16586 CLEAR WIRELESS LLC,128.28349834983499,1422748800,0.442319877,4,0
8.7403662078,70,8,530330067001,centurylink,105.04421247406688,1420070400,0.6059278141,78,0
5.8162162691,24,4.5,530330082001,centurylink,78.86460665771011,1422748800,0.7392350177,28,0
12.4753838951,70,8,530330095002,comcast,39.38457728282136,1409529600,2.3574746808,78,4
19.0543263673,122,18,530330031003,comcast,40.60129947872289,1396310400,2.7232346142,122,4
2.0669735478,10,1,530330062001,centurylink,111.59304386353567,1409529600,0.2623025576,12,0
5.9444588508,40,4.5,530330069004,centurylink,81.77697095435684,1396310400,0.3255229651,52,0
3.0293248445,24,2.5,530330095002,AS16586 CLEAR WIRELESS LLC,267.9292041161912,1398902400,0.1870116008,30,0
8.3378431758,38,8,530330107021,"AS32016 Integra Telecom, Inc.",121.19301528374474,1393632000,0.8440642025,38,0
0.7239005066,26,0,530330079001,AS46991 SWEDISH MEDICAL CENTER,47.997491638795985,1409529600,4.7904916671,30,10
